hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 600.00000, 7961.65, -120.009, 0, 0, 0, 0, 0, 0
0, 1200.00000, 7961.52, -120.01, 0, 0, 0, 0, 0, 0
0, 1800.00000, 7961.47, -120.01, 0, 0, 0, 0, 0, 0
0, 2400.00000, 7961.59, -120.011, 0, 0, 0, 0, 0, 0
0, 3000.00000, 7961.8, -120.01, 0, 0, 0, 0, 0, 0
1, 0.00000, 7960.91, -120.01, 0, 0, 0, 0, 0, 0
1, 600.00000, 7961.02, -120.008, 0, 0, 0, 0, 0, 0
1, 1200.00000, 7961.6, -120.009, 0, 0, 0, 0, 0, 0
1, 1800.00000, 7961.86, -120.01, 0, 0, 0, 0, 0, 0
1, 2400.00000, 7961.38, -120.01, 0, 0, 0, 0, 0, 0
1, 3000.00000, 7961.59, -120.01, 0, 0, 0, 0, 0, 0
2, 0.00000, 7961.78, -120.008, 0, 0, 0, 0, 0, 0
2, 600.00000, 7961.62, -120.01, 0, 0, 0, 0, 0, 0
2, 1200.00000, 7961.16, -120.008, 0, 0, 0, 0, 0, 0
2, 1800.00000, 7960.95, -120.008, 0, 0, 0, 0, 0, 0
2, 2400.00000, 7962.03, -120.006, 0, 0, 0, 0, 0, 0
2, 3000.00000, 7961.53, -120.009, 0, 0, 0, 0, 0, 0
3, 0.00000, 7961.77, -120.007, 0, 0, 0, 0, 0, 0
3, 600.00000, 7961.95, -120.007, 0, 0, 0, 0, 0, 0
3, 1200.00000, 7961.37, -120.009, 0, 0, 0, 0, 0, 0
3, 1800.00000, 7961.38, -120.008, 0, 0, 0, 0, 0, 0
3, 2400.00000, 7961.21, -120.009, 0, 0, 0, 0, 0, 0
3, 3000.00000, 7960.96, -120.007, 0, 0, 0, 0, 0, 0
4, 0.00000, 7961.58, -120.008, 0, 0, 0, 0, 0, 0
4, 600.00000, 7961.91, -120.01, 0, 0, 0, 0, 0, 0
4, 1200.00000, 7962.09, -120.01, 0, 0, 0, 0, 0, 0
4, 1800.00000, 7961.46, -120.01, 0, 0, 0, 0, 0, 0
4, 2400.00000, 7961.69, -120.01, 0, 0, 0, 0, 0, 0
4, 3000.00000, 7961.9, -120.008, 0, 0, 0, 0, 0, 0
5, 0.00000, 7961.9, -120.008, 0, 0, 0, 0, 0, 0
5, 600.00000, 7960.86, -120.01, 0, 0, 0, 0, 0, 0
5, 1200.00000, 7962.22, -120.01, 0, 0, 0, 0, 0, 0
5, 1800.00000, 7962.06, -120.01, 0, 0, 0, 0, 0, 0
5, 2400.00000, 7961.69, -120.01, 0, 0, 0, 0, 0, 0
5, 3000.00000, 7961.89, -120.009, 0, 0, 0, 0, 0, 0
6, 0.00000, 7962.06, -120.009, 0, 0, 0, 0, 0, 0
6, 600.00000, 7961.43, -120.013, 0, 0, 0, 0, 0, 0
6, 1200.00000, 7961.62, -120.009, 0, 0, 0, 0, 0, 0
6, 1800.00000, 7961.73, -120.01, 0, 0, 0, 0, 0, 0
6, 2400.00000, 7962.32, -120.011, 0, 0, 0, 0, 0, 0
6, 3000.00000, 7961.69, -120.012, 0, 0, 0, 0, 0, 0
7, 0.00000, 7961.83, -120.01, 0, 0, 0, 0, 0, 0
7, 600.00000, 7961.55, -120.012, 0, 0, 0, 0, 0, 0
7, 1200.00000, 7960.92, -120.01, 0, 0, 0, 0, 0, 0
7, 1800.00000, 7958.3, -120.033, 0, 0, 0, 0, 0, 0
7, 2400.00000, 7957.56, -120.039, 0, 0, 0, 0, 0, 0
7, 3000.00000, 7956.31, -120.047, 0, 0, 0, 0, 0, 0
8, 0.00000, 7955.19, -120.05, 0, 0, 0, 0, 0, 0
8, 600.00000, 7954.51, -120.055, 0, 0, 0, 0, 0, 0
