Qa,Qb,Qc
0.88028159926761,1.7325213513011,2.12950465362781
1.23057813331143,1.53979448334151,1.76529546957007
1.33716910229144,1.5385152336196,1.53642042110392
1.29216950316822,2.09891646975722,1.08184736393309
1.32786048226004,1.81242372172391,0.966518585881577
1.66066870608151,1.2220335620238,0.968257841772649
1.87021634620653,2.24096047732431,1.02411207407747
2.11391817226976,1.66672749791447,1.05917202384367
2.01980305077885,1.65857890265677,0.790762563503991
2.04939505429462,2.04507303569856,0.842854257360397
2.12078856321627,1.50539371769948,0.944421027124644
1.92545040031854,2.18354281561698,0.637284251371932
1.55794826870246,2.43355731690275,0.656450440912868
2.02652539300996,2.16445229740164,0.419553814986372
2.1221604041538,2.29669584269815,0.463480603092176
1.60096022992453,2.25871898061244,0.754116732718989
1.69103191667857,2.67552141999335,0.404915196542923
1.78589866434615,2.89446261910432,0.344431326782369
2.01442040126228,2.52161611594725,0.352229150782534
1.64529985656609,2.59395718994757,0.561941802341382
1.61723152054141,2.54688382263272,0.733755260579199
1.82767793071158,2.59465681152069,0.487357037388079
1.65100706905468,2.38696763282094,0.584000366364398
2.10476557267021,2.36593742342432,0.759078011271971
2.23953978974639,2.37176254406177,1.06575181466807
1.95257613308474,1.86444202254105,1.6123439694576
1.97877122284745,1.80525504965685,1.51889380267768
2.25046665917598,1.29382447467391,0.936235837700979
2.00764062934643,1.69900246106173,0.766073452458907
1.40539909801961,1.50550131824706,1.43675876122739
2.06839146267756,1.20953088772602,0.947707531903548
2.05290370749291,1.4428947983178,0.907891098874871
1.90078908150349,1.87240522927004,1.00905149442307
2.24595378649744,0.785241572586241,1.2719233798986
1.90808686278168,0.580434746249227,1.48323577154712
1.66158298188319,0.328238960367556,1.86437271690886
2.04329420217843,0.633720733171633,0.992446554026018
2.22262957644863,0.366347196833031,0.964156923523443
2.31648927405605,0.430062513488638,0.887509769595173
2.16917045300848,0.386632779344266,0.966497354754401
1.66036207406246,0.68765990728654,0.577348176301747
1.03731554277254,1.43661584186713,0.423490555518358
0.879834316189584,1.7270834276481,0.243077700011654
0.776518199082695,2.24193518534568,0.185427686498954
0.660697291161341,2.27762515941423,0.326204848357383
1.22382338089736,2.24709201849008,0.233922770142846
1.4402663336878,1.94054560150576,0.214563900322856
1.06575672610607,1.3195872880662,0.380611145901782
0.813080726439296,1.10581942234347,0.602702713285909
1.03718582996301,0.440528222698109,0.65919206876353
0.940334249225973,0.437123858841957,0.622022105304979
0.672826954035063,0.474533232745521,0.645413923843149
0.5794692062103,0.349802983878112,0.733176072500471
0.54730131394919,0.291267864536654,0.687246242829216
0.450815803856953,0.438084696438477,0.777306056340108
0.446230658613387,0.606501511191141,0.829219698408987
0.5830263680734,0.651617884147009,0.831542251378742
0.512886902626078,0.599397887087488,0.870278024948086
0.521437747892042,0.519117099440468,0.860596171275569
0.481097744313374,0.448942882117513,0.874384799132913
0.487018451219018,0.392193117912354,0.844568246706053
0.471404586848205,0.488050688890916,0.786710190284948
0.473205681955682,0.498449248513009,0.822001509269657
0.496596687920533,0.510777850925567,0.931179871202957
0.585643357202768,0.481616879266705,0.866847197784616
0.573961941640631,0.5215655994119,0.838304258838378
0.573121093208659,0.510992088687337,0.877146344010995
0.488587764776602,0.564636270170204,0.811346637172979
0.462489685454356,0.541886024645489,0.872403040411107
0.519045689143423,0.596726982154866,0.917740294132518
0.590523884998542,0.515784655427295,0.866873403142582
0.499321757893107,0.379228228743492,0.838453231722559
0.54978575524347,0.39288619675262,0.876319712070706
0.57815679302658,0.315400460741669,0.848077027865519
0.45794091244134,0.502757245289813,0.815520693312467
0.490263603278793,0.470871481780709,0.881104100472784
0.458642938991559,0.42700970367176,0.873011800872581
0.448002627025676,0.345503132499342,0.840857536351944
0.513062781229345,0.349252756741478,0.929225043576547
0.595965172061771,0.377914147919609,0.917780430814198
0.535247703749911,0.35250654514546,0.826338422022017
