0.57472,0.33534,0.13145
0.52374,0.3043,0.15851
0.67235,0.44261,0.1501
0.52108,0.34962,0.16693
0.57988,0.39354,0.15287
0.63779,0.39829,0.14639
0.45727,0.26755,0.15754
0.67727,0.45138,0.14814
0.53468,0.30392,0.15935
0.5401,0.30638,0.15885
0.65946,0.36683,0.14164
0.45199,0.2012,0.10491
0.66575,0.40112,0.11398
0.45465,0.21162,0.13953
0.58181,0.36035,0.15657
0.56085,0.33898,0.15649
0.46705,0.3183,0.21467
0.66811,0.44474,0.18775
0.4535,0.31801,0.22058
0.6104,0.41983,0.23628
0.52531,0.29737,0.1819
0.52362,0.33097,0.19447
0.63349,0.43167,0.22427
0.45004,0.27101,0.21472
0.6264,0.38666,0.19007
0.48679,0.33574,0.19811
0.4769,0.34818,0.22336
0.61343,0.43114,0.2117
0.43027,0.25454,0.18326
0.60229,0.38616,0.20199
0.43447,0.29461,0.22292
0.57314,0.37271,0.21883
0.48195,0.2906,0.18016
0.49103,0.35172,0.21561
0.54489,0.37092,0.22243
0.44615,0.28577,0.20649
0.55511,0.36952,0.21581
0.43519,0.3044,0.21283
0.59264,0.41032,0.21435
0.43487,0.23898,0.19566
0.58376,0.3885,0.20135
0.42844,0.32269,0.2221
0.64803,0.44924,0.1938
0.43422,0.27264,0.19865
0.53587,0.37828,0.2375
0.49353,0.32218,0.21693
0.52404,0.333,0.20223
0.66427,0.41189,0.21355
0.6268,0.44971,0.28522
0.80217,0.59045,0.3323
1.0241,1.0066,0.63156
1.2717,1.1641,1.3308
1.2847,1.1747,1.3831
1.7602,1.5869,1.759
1.7102,1.5244,1.652
2.0281,1.6339,2.0389
1.8999,1.5866,1.8367
1.6274,1.4815,1.7864
1.8857,1.7814,1.9388
1.9474,1.917,2.0711
1.879,1.9485,1.9681
1.9902,2.1435,2.1554
1.9067,2.0768,2.1093
1.8724,2.0765,2.0785
1.9409,2.0778,2.1115
1.9277,2.087,2.0979
1.7972,2.0785,1.9245
1.6983,2.1303,1.8969
1.8095,2.5512,2.2502
1.8531,2.4373,2.2456
1.7502,2.5682,2.1711
1.411,2.2835,2.0628
1.2428,2.0498,1.914
1.034,2.0223,1.9809
1.2463,2.1577,2.1213
1.2639,2.226,2.0521
1.5375,2.0427,2.0967
1.7273,1.9024,2.184
1.882,2.1209,2.2005
1.8808,2.0968,2.1749
2.1128,2.1989,2.1709
2.2835,2.6003,2.3281
2.3379,2.5722,2.3905
2.2181,2.4887,2.2132
2.3441,2.5426,2.4553
2.2057,2.4572,2.2598
2.3748,2.3629,2.3098
2.1548,2.3949,2.2892
2.0463,2.3718,2.5183
1.9114,2.379,2.4741
1.9914,2.1345,2.3649
1.8625,2.1146,2.2151
1.9884,2.1235,2.3666
1.9015,2.0032,2.2109
2.0086,2.0229,2.3702
1.8903,2.0143,2.2957
1.8931,2.1,2.419
1.841,2.0316,2.4055
1.6815,1.7419,2.1642
1.671,1.6972,2.0674
1.8036,1.5089,2.075
1.7959,1.5162,2.0614
1.8047,1.5622,2.1008
1.6724,1.59,1.9406
1.7889,1.5707,2.0732
1.658,1.4705,1.9733
1.6116,1.3901,1.8443
1.3653,1.2792,1.7371
1.182,1.031,1.5439
1.1794,1.0278,1.4311
1.0997,1.001,1.3757
1.1026,0.96351,1.3754
0.92171,0.94738,1.1607
0.81412,1.239,1.1593
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
