hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 600.00000, 7966.12, -0.0169884, 7966.56, -120.014, 7966.75, 119.982, 11.5162, -27.0528, 8.51945, -155.994, 9.05107, 105.869
0, 1200.00000, 7966.12, -0.0171633, 7966.53, -120.014, 7966.75, 119.982, 11.5838, -25.6289, 8.64622, -155.074, 9.04014, 106.745
0, 1800.00000, 7966.19, -0.0166509, 7966.6, -120.013, 7966.77, 119.982, 11.0206, -23.7711, 8.85864, -154.727, 8.48467, 104.164
0, 2400.00000, 7966.12, -0.0167481, 7966.59, -120.014, 7966.71, 119.982, 11.0739, -27.6855, 8.61866, -153.475, 9.23747, 103.114
0, 3000.00000, 7966.11, -0.0164264, 7966.6, -120.013, 7966.73, 119.982, 11.1389, -27.6957, 8.26033, -155.235, 8.95713, 105.298
1, 0.00000, 7966.03, -0.0168274, 7966.55, -120.014, 7966.69, 119.982, 12.464, -27.7629, 9.70394, -154.168, 10.2959, 102.886
1, 600.00000, 7965.96, -0.0170157, 7966.51, -120.014, 7966.63, 119.981, 12.2603, -27.0556, 9.47058, -157.648, 9.43163, 103.245
1, 1200.00000, 7966.11, -0.0170809, 7966.55, -120.013, 7966.78, 119.982, 11.4448, -26.7789, 8.5328, -156.232, 8.92919, 105.656
1, 1800.00000, 7966.12, -0.0167075, 7966.63, -120.013, 7966.79, 119.982, 11.5806, -28.9269, 8.27829, -154.793, 9.50555, 106.169
1, 2400.00000, 7966.14, -0.0167814, 7966.61, -120.014, 7966.72, 119.982, 11.1371, -25.369, 9.03632, -154.946, 8.80336, 102.319
1, 3000.00000, 7966.17, -0.0169395, 7966.61, -120.014, 7966.78, 119.982, 11.4533, -26.9465, 8.63098, -154.857, 9.1785, 105.144
2, 0.00000, 7966.16, -0.0165461, 7966.62, -120.013, 7966.86, 119.983, 11.6162, -26.8989, 8.41246, -156.989, 8.93813, 107.029
2, 600.00000, 7966.15, -0.0172294, 7966.55, -120.014, 7966.8, 119.982, 11.3421, -25.8435, 8.49372, -155.727, 8.79126, 106.292
2, 1200.00000, 7966.14, -0.0174436, 7966.45, -120.014, 7966.74, 119.982, 11.8226, -26.2509, 9.23777, -158.767, 8.80583, 103.086
2, 1800.00000, 7966.04, -0.0171152, 7966.45, -120.014, 7966.68, 119.982, 12.4192, -28.2651, 9.49688, -157.444, 9.77027, 102.828
2, 2400.00000, 7966.13, -0.0165982, 7966.57, -120.012, 7966.86, 119.983, 11.4482, -26.8025, 7.90309, -160.706, 8.25128, 109.544
2, 3000.00000, 7966.22, -0.01654, 7966.61, -120.013, 7966.86, 119.983, 11.4334, -25.7616, 8.7919, -154.931, 9.00481, 105.026
3, 0.00000, 7966.15, -0.0165592, 7966.57, -120.013, 7966.75, 119.982, 11.2614, -26.6433, 8.38578, -159.691, 8.26201, 105.46
3, 600.00000, 7966.19, -0.0165055, 7966.58, -120.013, 7966.84, 119.983, 11.2984, -26.309, 8.02863, -158.723, 8.35426, 108.48
3, 1200.00000, 7966.27, -0.0169431, 7966.58, -120.013, 7966.88, 119.983, 11.7586, -25.4352, 8.99694, -155.902, 9.05206, 105.423
3, 1800.00000, 7966.2, -0.0173033, 7966.54, -120.013, 7966.84, 119.983, 12.1217, -25.4891, 9.00596, -158.413, 8.91059, 106.756
3, 2400.00000, 7966.13, -0.0174152, 7966.53, -120.013, 7966.82, 119.982, 11.9274, -27.4522, 9.20482, -156.311, 9.44864, 103.192
3, 3000.00000, 7966.18, -0.017223, 7966.48, -120.014, 7966.76, 119.983, 12.4037, -25.727, 9.57887, -158.587, 9.1662, 104.26
4, 0.00000, 7966.3, -0.0169583, 7966.55, -120.013, 7966.85, 119.983, 11.1371, -24.0543, 8.5626, -157.532, 8.1342, 106.121
4, 600.00000, 7966.31, -0.0163128, 7966.63, -120.013, 7966.89, 119.983, 10.8237, -25.3272, 8.18941, -154.813, 8.45782, 106.3
4, 1200.00000, 7966.24, -0.0168087, 7966.64, -120.013, 7966.86, 119.982, 10.7138, -26.0837, 7.88082, -155.655, 8.32845, 107.064
4, 1800.00000, 7966.34, -0.0168409, 7966.56, -120.013, 7966.89, 119.984, 11.0646, -23.5233, 8.77945, -155.474, 8.34703, 104.991
4, 2400.00000, 7966.29, -0.0168538, 7966.57, -120.013, 7966.89, 119.983, 11.3029, -24.4373, 8.45372, -155.23, 8.62639, 107.65
4, 3000.00000, 7966.23, -0.0170814, 7966.57, -120.013, 7966.89, 119.983, 10.9567, -24.8321, 8.07937, -157.963, 8.02043, 107.83
5, 0.00000, 7966.28, -0.0166941, 7966.64, -120.013, 7966.91, 119.983, 10.9556, -23.5652, 8.23011, -157.651, 7.89548, 107.935
5, 600.00000, 7966.25, -0.0174628, 7966.5, -120.014, 7966.79, 119.983, 11.9654, -23.5957, 9.69699, -155.739, 9.03011, 103.615
5, 1200.00000, 7966.31, -0.0164521, 7966.62, -120.013, 7966.87, 119.983, 10.3179, -25.5139, 7.57165, -155.508, 7.96311, 107.712
5, 1800.00000, 7966.36, -0.0159454, 7966.75, -120.013, 7966.96, 119.983, 10.9325, -25.3821, 8.06824, -154.171, 8.61089, 107.687
5, 2400.00000, 7966.38, -0.0162385, 7966.68, -120.014, 7966.85, 119.983, 10.5257, -24.3055, 8.63198, -155.756, 8.06557, 102.337
5, 3000.00000, 7966.31, -0.0165236, 7966.65, -120.013, 7966.93, 119.983, 11.3401, -25.3767, 8.23193, -156.648, 8.55897, 108.315
6, 0.00000, 7966.27, -0.0166458, 7966.68, -120.013, 7966.96, 119.983, 11.276, -26.5248, 8.01861, -156.079, 8.73704, 108.418
6, 600.00000, 7966.2, -0.0172295, 7966.64, -120.014, 7966.85, 119.982, 11.6592, -24.1526, 8.88556, -150.819, 9.55059, 107.563
6, 1200.00000, 7966.17, -0.0165333, 7966.64, -120.013, 7966.86, 119.982, 11.3765, -27.6782, 8.65273, -155.787, 9.10167, 103.887
6, 1800.00000, 7966.07, -0.0162853, 7966.61, -120.012, 7966.82, 119.982, 11.8386, -30.7702, 8.41058, -153.543, 10.1562, 105.087
6, 2400.00000, 7966.13, -0.0156655, 7966.7, -120.012, 7966.82, 119.982, 10.7905, -30.0745, 7.48607, -151.314, 9.4203, 107.112
6, 3000.00000, 7966.17, -0.0162145, 7966.69, -120.013, 7966.84, 119.982, 11.6242, -27.4908, 8.55209, -149.816, 10.0995, 106.807
7, 0.00000, 7966.17, -0.0164199, 7966.63, -120.013, 7966.81, 119.982, 11.2499, -28.2208, 8.29768, -154.269, 9.25191, 105.285
7, 600.00000, 7966.05, -0.0177996, 7966.56, -120.013, 7966.88, 119.981, 12.161, -27.2012, 8.57914, -151.228, 10.2364, 108.791
7, 1200.00000, 7965.99, -0.0204799, 7966.67, -120.01, 7966.96, 119.98, 13.0745, -26.7594, 9.81731, -148.944, 11.4299, 106.6
7, 1800.00000, 7965.02, -0.0379488, 7965.51, -120.032, 7966.06, 119.962, 15.8383, -23.8572, 12.1999, -148.411, 13.4377, 107.738
7, 2400.00000, 7964.66, -0.041988, 7965.24, -120.036, 7965.83, 119.958, 16.2618, -23.8942, 13.0834, -146.452, 14.3773, 106.01
7, 3000.00000, 7964.23, -0.0465335, 7964.98, -120.04, 7965.58, 119.952, 19.0107, -22.9042, 15.2959, -142.853, 17.468, 107.735
8, 0.00000, 7963.75, -0.0505223, 7964.66, -120.042, 7965.23, 119.948, 20.0925, -22.7074, 16.6321, -143.044, 18.5164, 106.457
8, 600.00000, 7963.29, -0.0546568, 7964.4, -120.045, 7965.13, 119.943, 21.882, -23.9633, 17.4072, -141.602, 20.7013, 107.877
8, 1200.00000, 7962.9, -0.0594239, 7964.13, -120.048, 7964.99, 119.939, 22.1098, -22.9873, 18.3993, -142.864, 20.5473, 106.068
8, 1800.00000, 7962.69, -0.0642235, 7963.82, -120.051, 7964.81, 119.935, 23.3674, -20.4951, 20.922, -140.656, 22.1949, 104.906
8, 2400.00000, 7962.26, -0.0700709, 7963.35, -120.057, 7964.24, 119.93, 25.9006, -20.6554, 24.2406, -139.932, 25.3872, 102.942
8, 3000.00000, 7961.78, -0.0770059, 7962.84, -120.063, 7963.81, 119.923, 26.8836, -18.2968, 25.3211, -140.496, 25.2698, 103.709
9, 0.00000, 7961.64, -0.0836104, 7962.43, -120.07, 7963.64, 119.918, 28.1569, -17.4919, 27.1379, -139.629, 26.7671, 103.351
9, 600.00000, 7961.02, -0.0903775, 7962.15, -120.074, 7963.6, 119.911, 31.022, -18.8602, 27.331, -140.396, 28.6808, 106.822
