hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
21, 3000.00000, 126.626, -30.04, 126.598, -150.02, 126.651, 89.981, 1.36615E-007, -40.783, 1.40574E-012, -124.161, 3.90361E-013, 149.001, 5.75487E-013, -2.62247, 1.47383E-013, -24.3767
22, 0.00000, 126.631, -30.038, 126.605, -150.019, 126.654, 89.9815, 1.36619E-007, -40.7814, 7.3699E-013, -152.802, 9.44956E-013, -159.116, 4.93659E-013, -12.8133, 1.92779E-013, 101.959
22, 600.00000, 126.624, -30.0425, 126.592, -150.023, 126.646, 89.9803, 1.36613E-007, -40.7849, 8.38494E-013, -129.241, 8.38494E-013, -129.241, 6.7783E-013, -141.492, 2.86131E-013, 21.1245
22, 1200.00000, 126.637, -30.0386, 126.605, -150.019, 126.658, 89.9836, 1.36627E-007, -40.7811, 9.60243E-013, -107.449, 9.04958E-013, 93.8368, 5.78179E-013, -96.0118, 3.22151E-013, -46.5493
22, 1800.00000, 126.63, -30.0399, 126.6, -150.021, 126.652, 89.9815, 1.36618E-007, -40.7827, 7.45641E-013, -103.377, 1.92085E-013, 73.4028, 5.14454E-013, 7.86479, 6.26171E-013, -157.726
22, 2400.00000, 126.625, -30.0413, 126.59, -150.024, 126.641, 89.9809, 1.36612E-007, -40.7834, 7.86765E-013, -139.925, 1.1719E-012, -154.391, 1.21853E-012, 2.91263, 4.28011E-013, 177.925
22, 3000.00000, 126.63, -30.0388, 126.607, -150.017, 126.66, 89.9808, 1.3662E-007, -40.7827, 1.24745E-012, -103.108, 7.984E-013, -157.506, 2.93488E-013, -164.571, 6.9987E-013, 51.6878
23, 0.00000, 126.632, -30.0393, 126.602, -150.02, 126.654, 89.9821, 1.36621E-007, -40.7821, 1.09971E-012, -146.765, 3.88085E-013, 127.771, 8.74526E-013, 142.354, 1.46704E-012, -34.5874
23, 600.00000, 126.628, -30.0385, 126.604, -150.019, 126.653, 89.9808, 1.36617E-007, -40.782, 7.89211E-013, -143.016, 1.08536E-012, -178.942, 7.744E-013, -18.6316, 1.37649E-013, -35.3994
23, 1200.00000, 126.613, -30.0421, 126.592, -150.021, 126.643, 89.9769, 1.36601E-007, -40.7862, 1.44185E-012, -89.7421, 2.34115E-013, -160.645, 6.80071E-013, -173.449, 3.22717E-013, 39.8317
23, 1800.00000, 126.627, -30.0394, 126.603, -150.019, 126.655, 89.9804, 1.36616E-007, -40.7831, 1.42659E-012, -116.232, 5.67265E-013, 108.056, 3.10959E-013, -124.432, 6.39605E-013, 79.8576
23, 2400.00000, 126.624, -30.0416, 126.592, -150.019, 126.651, 89.9819, 1.36614E-007, -40.7842, 1.46068E-012, -122.019, 7.97684E-013, 133.302, 3.62612E-013, 1.90947, 7.91488E-013, -12.8524
23, 3000.00000, 126.63, -30.038, 126.6, -150.022, 126.646, 89.9819, 1.36617E-007, -40.7807, 1.14151E-012, -129.572, 2.74044E-013, 173.803, 2.00769E-013, -24.7656, 4.56525E-013, 96.5711
24, 0.00000, 126.635, -30.0323, 126.631, -150.009, 126.677, 89.9807, 1.36626E-007, -40.7788, 1.43608E-012, -120.658, 7.43538E-013, 170.018, 1.77864E-013, 4.9029, 6.4897E-013, 49.9292
