hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
11, 0.00000, 7960.75, -0.107546, 7961.29, -120.088, 7963.43, 119.899, 61.9333, -11.0551, 46.9279, -137.607, 50.7562, 120.98
11, 600.00000, 7960.59, -0.107634, 7961.3, -120.087, 7963.44, 119.898, 61.1307, -12.3498, 45.1123, -137.526, 50.9378, 121.272
11, 1200.00000, 7960.34, -0.107195, 7961.77, -120.08, 7963.43, 119.896, 61.4472, -13.395, 44.2342, -136.375, 53.1635, 120.808
11, 1800.00000, 7959.61, -0.125958, 7960.36, -120.107, 7962.38, 119.879, 64.8208, -12.1635, 50.5313, -136.028, 55.6955, 119.061
11, 2400.00000, 7959.66, -0.124938, 7960.28, -120.106, 7962.44, 119.881, 64.275, -12.0529, 51.1379, -135.889, 55.4294, 118.307
11, 3000.00000, 7959.47, -0.12672, 7960.1, -120.109, 7962.17, 119.879, 64.4772, -11.413, 52.3635, -135.242, 55.9158, 117.901
12, 0.00000, 7959.39, -0.126289, 7960.12, -120.108, 7961.95, 119.878, 63.1989, -11.4799, 51.9792, -135.419, 55.0171, 116.964
12, 600.00000, 7959.45, -0.124158, 7960.04, -120.108, 7961.87, 119.88, 60.7851, -11.7791, 50.9939, -135.62, 53.212, 115.834
12, 1200.00000, 7959.74, -0.122768, 7960.18, -120.106, 7962.07, 119.883, 59.4362, -10.7421, 50.1041, -135.317, 51.5561, 116.302
12, 1800.00000, 7959.99, -0.120967, 7960.43, -120.101, 7962.49, 119.886, 59.4122, -10.9577, 48.7359, -135.749, 51.0677, 117.203
12, 2400.00000, 7959.6, -0.123832, 7960.18, -120.105, 7961.99, 119.882, 62.1576, -12.0687, 51.0864, -135.677, 54.4844, 116.25
12, 3000.00000, 7959.42, -0.123637, 7960.23, -120.104, 7961.98, 119.881, 60.6607, -13.0405, 50.0274, -134.712, 54.8455, 115.71
13, 0.00000, 7959.64, -0.121175, 7960.36, -120.103, 7962.1, 119.883, 59.1334, -13.5382, 49.4298, -134.045, 54.5758, 115.001
13, 600.00000, 7959.77, -0.120029, 7960.5, -120.1, 7962.6, 119.886, 58.9907, -13.4109, 47.934, -133.679, 54.1185, 116.655
13, 1200.00000, 7959.68, -0.120383, 7960.47, -120.1, 7962.86, 119.885, 59.0745, -13.1884, 47.1754, -133.893, 53.4098, 117.916
13, 1800.00000, 7959.69, -0.121731, 7960.39, -120.102, 7962.59, 119.884, 59.9111, -12.5263, 49.2584, -133.61, 54.398, 116.918
13, 2400.00000, 7959.77, -0.120855, 7960.51, -120.102, 7962.53, 119.884, 59.0963, -12.8242, 48.8902, -132.281, 55.0991, 116.763
13, 3000.00000, 7959.98, -0.118256, 7960.8, -120.1, 7962.58, 119.886, 55.5578, -12.9096, 46.5145, -131.331, 52.8429, 116.314
14, 0.00000, 7960.15, -0.113819, 7961.08, -120.099, 7962.62, 119.888, 54.796, -13.2857, 46.4093, -130.316, 53.2291, 116.123
14, 600.00000, 7960.12, -0.110399, 7961.69, -120.095, 7962.6, 119.887, 52.8784, -14.1911, 43.7517, -129.509, 52.3459, 116.457
14, 1200.00000, 7960.54, -0.103478, 7962.15, -120.092, 7962.91, 119.892, 46.4968, -14.9838, 39.6854, -126.943, 48.4688, 115.901
14, 1800.00000, 7960.88, -0.0993422, 7962.47, -120.087, 7963, 119.897, 43.665, -15.5877, 37.2557, -125.179, 47.0242, 115.872
14, 2400.00000, 7960.73, -0.101867, 7962.21, -120.089, 7962.93, 119.895, 44.6878, -16.6386, 36.3445, -126.483, 47.1077, 116.635
14, 3000.00000, 7960.52, -0.101722, 7962.09, -120.09, 7962.94, 119.895, 43.9238, -17.0342, 35.2686, -126.679, 46.0804, 117.187
15, 0.00000, 7961.06, -0.0860276, 7962.71, -120.071, 7963.69, 119.911, 42.9066, -18.4394, 33.8827, -128.545, 44.6044, 116.053
15, 600.00000, 7960.91, -0.0866438, 7962.64, -120.071, 7963.68, 119.91, 43.097, -18.1238, 34.5501, -129.077, 44.5661, 115.491
15, 1200.00000, 7961.09, -0.0858839, 7962.79, -120.065, 7963.9, 119.913, 43.4598, -18.2845, 30.7785, -132.626, 42.7379, 116.945
15, 1800.00000, 7960.34, -0.101581, 7961.45, -120.085, 7962.89, 119.9, 50.9472, -16.4009, 40.9809, -132.396, 49.3832, 115.617
15, 2400.00000, 7960.54, -0.09995, 7961.74, -120.086, 7962.92, 119.899, 49.7647, -15.7774, 41.5019, -130.253, 49.6051, 115.505
15, 3000.00000, 7960.44, -0.0983201, 7962.1, -120.085, 7963.06, 119.898, 50.7711, -16.0403, 41.4651, -130.529, 50.2562, 116.142
16, 0.00000, 7960.43, -0.0984111, 7962.11, -120.083, 7963.13, 119.899, 52.0326, -15.1621, 41.7922, -131.281, 50.3718, 116.81
16, 600.00000, 7960.65, -0.0945238, 7962.37, -120.08, 7963.39, 119.902, 49.5224, -15.9107, 39.2043, -130.403, 48.5771, 117.559
16, 1200.00000, 7960.92, -0.0890992, 7962.78, -120.076, 7963.49, 119.906, 45.2907, -16.653, 36.0302, -128.608, 46.0428, 117.22
16, 1800.00000, 7961.63, -0.0835956, 7963.07, -120.072, 7963.65, 119.913, 41.8743, -15.9751, 34.0762, -128.217, 42.9703, 116.282
16, 2400.00000, 7961.91, -0.0793319, 7963.28, -120.069, 7963.7, 119.917, 38.6697, -16.1916, 33.1649, -126.598, 41.4406, 114.349
16, 3000.00000, 7962.14, -0.0756075, 7963.51, -120.068, 7963.67, 119.92, 34.7836, -16.4837, 30.5039, -123.339, 39.2758, 114.636
17, 0.00000, 7962.28, -0.0729684, 7963.59, -120.063, 7964.05, 119.924, 34.5463, -18.1649, 29.0249, -125.297, 38.1221, 114.704
17, 600.00000, 7962.1, -0.0703804, 7963.71, -120.06, 7964.18, 119.925, 33.8649, -19.0793, 28.5722, -125.319, 37.7372, 114.228
17, 1200.00000, 7962.56, -0.0650556, 7963.95, -120.057, 7964.37, 119.93, 30.2566, -19.3311, 27.6001, -123.627, 35.1883, 112.837
17, 1800.00000, 7963.02, -0.0615259, 7964.29, -120.052, 7964.94, 119.935, 30.0139, -18.7314, 26.2102, -125.779, 33.3653, 113.556
17, 2400.00000, 7963.26, -0.0604927, 7964.15, -120.049, 7965.16, 119.94, 29.5035, -18.6164, 24.7964, -129.646, 30.8775, 113.47
17, 3000.00000, 7963.54, -0.0582971, 7964.24, -120.047, 7965.28, 119.943, 28.3194, -17.888, 24.212, -129.645, 29.7006, 112.735
18, 0.00000, 7963.72, -0.0552755, 7964.33, -120.046, 7965.22, 119.945, 26.6103, -18.2633, 23.1607, -130.042, 27.8076, 112.489
18, 600.00000, 7964.13, -0.0522567, 7964.67, -120.043, 7965.42, 119.949, 23.7784, -16.4521, 21.3005, -129.315, 25.1984, 111.137
18, 1200.00000, 7964.7, -0.0473903, 7964.87, -120.041, 7965.61, 119.955, 20.9734, -15.0507, 20.8502, -128.781, 22.6641, 109.069
18, 1800.00000, 7964.79, -0.0460369, 7965.07, -120.04, 7965.62, 119.955, 20.223, -14.3133, 19.9433, -127.439, 22.3207, 109.131
18, 2400.00000, 7964.93, -0.0439434, 7965.15, -120.039, 7965.51, 119.957, 19.1325, -13.5952, 19.9917, -127.707, 21.4083, 106.796
18, 3000.00000, 7965.18, -0.0405249, 7965.3, -120.039, 7965.56, 119.96, 18.0365, -12.2014, 19.9324, -127.481, 20.1375, 106.567
19, 0.00000, 7966.02, -0.0242907, 7966.18, -120.023, 7966.31, 119.976, 11.3663, -16.6905, 12.4041, -128.669, 13.3242, 103.619
19, 600.00000, 7966.05, -0.0235052, 7966.22, -120.02, 7966.54, 119.977, 10.8435, -20.6699, 10.7163, -131.294, 12.2706, 104.507
19, 1200.00000, 7965.96, -0.022334, 7966.27, -120.019, 7966.52, 119.977, 10.4314, -23.4074, 9.79666, -133.364, 11.6207, 104.179
19, 1800.00000, 7965.93, -0.0222496, 7966.24, -120.019, 7966.5, 119.978, 10.2048, -23.9876, 9.54472, -133.702, 11.3814, 103.874
19, 2400.00000, 7965.89, -0.0224628, 7966.24, -120.019, 7966.55, 119.977, 10.4948, -24.9131, 9.61698, -133.756, 11.7235, 104.157
19, 3000.00000, 7965.87, -0.0227612, 7966.15, -120.019, 7966.51, 119.978, 10.7487, -25.6544, 9.6855, -134.328, 11.9451, 104.156
20, 0.00000, 7965.8, -0.0230492, 7966.1, -120.019, 7966.48, 119.977, 10.8562, -25.104, 9.94864, -134.415, 12.0585, 103.761
20, 600.00000, 7965.79, -0.0226446, 7966.13, -120.019, 7966.42, 119.977, 10.6036, -25.538, 9.6992, -135.003, 11.7463, 103.334
20, 1200.00000, 7965.81, -0.0227647, 7966.07, -120.018, 7966.48, 119.978, 10.2847, -26.0813, 9.41622, -136.442, 11.2721, 102.366
20, 1800.00000, 7965.82, -0.0221687, 7966.1, -120.017, 7966.53, 119.978, 10.1889, -27.4725, 8.86254, -137.11, 11.0306, 103.35
20, 2400.00000, 7965.85, -0.0218103, 7966.18, -120.017, 7966.61, 119.979, 10.1693, -26.8918, 8.68455, -136.283, 10.9635, 104.759
20, 3000.00000, 7965.86, -0.0214394, 7966.18, -120.017, 7966.58, 119.979, 9.58069, -26.8396, 8.46238, -137.473, 10.3087, 102.963
21, 0.00000, 7965.93, -0.0215137, 7966.2, -120.017, 7966.62, 119.979, 9.70618, -24.4411, 8.62152, -135.291, 10.4394, 105.043
21, 600.00000, 7965.99, -0.0213165, 7966.22, -120.017, 7966.68, 119.98, 9.148, -25.9506, 8.38139, -134.08, 10.3066, 103.438
21, 1200.00000, 7966.04, -0.0206009, 7966.27, -120.017, 7966.59, 119.98, 9.24531, -24.241, 8.57928, -132.634, 10.4419, 104.529
21, 1800.00000, 7966.03, -0.020534, 7966.26, -120.018, 7966.49, 119.98, 9.12422, -26.1038, 8.52519, -134.827, 10.2956, 102.246
21, 2400.00000, 7966.01, -0.0207415, 7966.26, -120.017, 7966.58, 119.98, 9.2259, -24.7734, 8.58523, -133.747, 10.3599, 103.626
21, 3000.00000, 7966.03, -0.0204945, 7966.27, -120.017, 7966.61, 119.98, 9.08953, -25.7396, 8.37643, -133.95, 10.257, 103.385
22, 0.00000, 7965.99, -0.0205028, 7966.27, -120.017, 7966.57, 119.98, 9.29062, -24.7988, 8.58324, -134.198, 10.3451, 103.702
22, 600.00000, 7966.02, -0.0209535, 7966.25, -120.017, 7966.59, 119.98, 9.26364, -24.6097, 8.4369, -134.227, 10.2238, 104.372
22, 1200.00000, 7966.05, -0.0204059, 7966.28, -120.016, 7966.65, 119.98, 9.157, -25.7618, 8.22437, -134.757, 10.1229, 104.043
22, 1800.00000, 7966.02, -0.02064, 7966.24, -120.017, 7966.61, 119.98, 9.66297, -24.7419, 8.72708, -135.791, 10.4386, 103.973
22, 2400.00000, 7965.94, -0.0216548, 7966.12, -120.018, 7966.52, 119.979, 9.57423, -25.6625, 8.61551, -137.093, 10.2773, 103.044
22, 3000.00000, 7965.95, -0.0205655, 7966.25, -120.017, 7966.55, 119.979, 9.54429, -24.4352, 8.7765, -135.467, 10.3925, 103.541
23, 0.00000, 7966.02, -0.0204354, 7966.26, -120.016, 7966.63, 119.98, 9.62925, -25.951, 8.59275, -136.718, 10.387, 103.377
23, 600.00000, 7965.95, -0.0204983, 7966.23, -120.017, 7966.54, 119.98, 9.86345, -26.278, 9.05836, -135.789, 10.9393, 102.413
23, 1200.00000, 7965.87, -0.0207693, 7966.23, -120.017, 7966.45, 119.979, 9.24827, -28.4639, 8.42946, -135.464, 10.5361, 101.619
23, 1800.00000, 7965.85, -0.0210102, 7966.25, -120.017, 7966.5, 119.978, 10.2624, -25.7168, 9.04133, -134.003, 11.351, 105.143
23, 2400.00000, 7965.91, -0.0209341, 7966.21, -120.017, 7966.56, 119.979, 9.95038, -28.3133, 8.86201, -136.577, 11.0582, 102.13
23, 3000.00000, 7966.01, -0.0205806, 7966.27, -120.017, 7966.56, 119.98, 9.78046, -26.6056, 8.71627, -134.029, 10.9812, 104.164
24, 0.00000, 7966.04, -0.0182166, 7966.46, -120.015, 7966.62, 119.981, 8.22048, -26.1183, 7.80501, -138.217, 8.95691, 100.039
