hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 600.00000, 7965.51, -0.0179108, 0, 0, 0, 0, 0, 0
0, 1200.00000, 7965.51, -0.0179961, 0, 0, 0, 0, 0, 0
0, 1800.00000, 7965.57, -0.0174332, 0, 0, 0, 0, 0, 0
0, 2400.00000, 7965.49, -0.0174757, 0, 0, 0, 0, 0, 0
0, 3000.00000, 7965.5, -0.0172282, 0, 0, 0, 0, 0, 0
1, 0.00000, 7965.42, -0.0174032, 0, 0, 0, 0, 0, 0
1, 600.00000, 7965.34, -0.017638, 0, 0, 0, 0, 0, 0
1, 1200.00000, 7965.49, -0.0179247, 0, 0, 0, 0, 0, 0
1, 1800.00000, 7965.51, -0.0175392, 0, 0, 0, 0, 0, 0
1, 2400.00000, 7965.55, -0.0176414, 0, 0, 0, 0, 0, 0
1, 3000.00000, 7965.58, -0.0178237, 0, 0, 0, 0, 0, 0
2, 0.00000, 7965.58, -0.0172901, 0, 0, 0, 0, 0, 0
2, 600.00000, 7965.53, -0.0181825, 0, 0, 0, 0, 0, 0
2, 1200.00000, 7965.52, -0.0183413, 0, 0, 0, 0, 0, 0
2, 1800.00000, 7965.44, -0.0177821, 0, 0, 0, 0, 0, 0
2, 2400.00000, 7965.53, -0.0173247, 0, 0, 0, 0, 0, 0
2, 3000.00000, 7965.62, -0.0172815, 0, 0, 0, 0, 0, 0
3, 0.00000, 7965.56, -0.017246, 0, 0, 0, 0, 0, 0
3, 600.00000, 7965.6, -0.0173381, 0, 0, 0, 0, 0, 0
3, 1200.00000, 7965.7, -0.0179345, 0, 0, 0, 0, 0, 0
3, 1800.00000, 7965.62, -0.0182127, 0, 0, 0, 0, 0, 0
3, 2400.00000, 7965.53, -0.0182732, 0, 0, 0, 0, 0, 0
3, 3000.00000, 7965.62, -0.0181312, 0, 0, 0, 0, 0, 0
4, 0.00000, 7965.73, -0.017952, 0, 0, 0, 0, 0, 0
4, 600.00000, 7965.72, -0.017126, 0, 0, 0, 0, 0, 0
4, 1200.00000, 7965.64, -0.0178578, 0, 0, 0, 0, 0, 0
4, 1800.00000, 7965.75, -0.0178423, 0, 0, 0, 0, 0, 0
4, 2400.00000, 7965.68, -0.0177424, 0, 0, 0, 0, 0, 0
4, 3000.00000, 7965.62, -0.0179496, 0, 0, 0, 0, 0, 0
5, 0.00000, 7965.69, -0.017565, 0, 0, 0, 0, 0, 0
5, 600.00000, 7965.64, -0.0183005, 0, 0, 0, 0, 0, 0
5, 1200.00000, 7965.73, -0.0173705, 0, 0, 0, 0, 0, 0
5, 1800.00000, 7965.82, -0.0168684, 0, 0, 0, 0, 0, 0
5, 2400.00000, 7965.81, -0.0172379, 0, 0, 0, 0, 0, 0
5, 3000.00000, 7965.74, -0.0175029, 0, 0, 0, 0, 0, 0
6, 0.00000, 7965.69, -0.0176394, 0, 0, 0, 0, 0, 0
6, 600.00000, 7965.61, -0.0181252, 0, 0, 0, 0, 0, 0
6, 1200.00000, 7965.56, -0.0173835, 0, 0, 0, 0, 0, 0
6, 1800.00000, 7965.45, -0.0170017, 0, 0, 0, 0, 0, 0
6, 2400.00000, 7965.5, -0.0164632, 0, 0, 0, 0, 0, 0
6, 3000.00000, 7965.55, -0.0170911, 0, 0, 0, 0, 0, 0
7, 0.00000, 7965.55, -0.0172746, 0, 0, 0, 0, 0, 0
7, 600.00000, 7965.35, -0.018959, 0, 0, 0, 0, 0, 0
7, 1200.00000, 7965.53, -0.0238602, 0, 0, 0, 0, 0, 0
7, 1800.00000, 7963.58, -0.0424275, 0, 0, 0, 0, 0, 0
7, 2400.00000, 7962.93, -0.046678, 0, 0, 0, 0, 0, 0
7, 3000.00000, 7962.38, -0.0513762, 0, 0, 0, 0, 0, 0
8, 0.00000, 7961.84, -0.0557527, 0, 0, 0, 0, 0, 0
8, 600.00000, 7961.04, -0.0605428, 0, 0, 0, 0, 0, 0
8, 1200.00000, 7960.41, -0.0661802, 0, 0, 0, 0, 0, 0
8, 1800.00000, 7960.09, -0.0718936, 0, 0, 0, 0, 0, 0
8, 2400.00000, 7959.32, -0.0788867, 0, 0, 0, 0, 0, 0
8, 3000.00000, 7958.57, -0.0869721, 0, 0, 0, 0, 0, 0
9, 0.00000, 7958.11, -0.0942672, 0, 0, 0, 0, 0, 0
9, 600.00000, 7957.3, -0.101636, 0, 0, 0, 0, 0, 0
9, 1200.00000, 7956.49, -0.108398, 0, 0, 0, 0, 0, 0
9, 1800.00000, 7956.21, -0.117069, 0, 0, 0, 0, 0, 0
9, 2400.00000, 7955.88, -0.122803, 0, 0, 0, 0, 0, 0
9, 3000.00000, 7955.32, -0.129808, 0, 0, 0, 0, 0, 0
10, 0.00000, 7954.76, -0.13353, 0, 0, 0, 0, 0, 0
10, 600.00000, 7954.53, -0.13764, 0, 0, 0, 0, 0, 0
10, 1200.00000, 7954.42, -0.137732, 0, 0, 0, 0, 0, 0
10, 1800.00000, 7954.52, -0.140737, 0, 0, 0, 0, 0, 0
10, 2400.00000, 7954.78, -0.140456, 0, 0, 0, 0, 0, 0
10, 3000.00000, 7955.06, -0.138991, 0, 0, 0, 0, 0, 0
11, 0.00000, 7956.58, -0.122419, 0, 0, 0, 0, 0, 0
11, 600.00000, 7956.42, -0.12158, 0, 0, 0, 0, 0, 0
11, 1200.00000, 7956.2, -0.121475, 0, 0, 0, 0, 0, 0
11, 1800.00000, 7955.17, -0.141123, 0, 0, 0, 0, 0, 0
11, 2400.00000, 7955.25, -0.13979, 0, 0, 0, 0, 0, 0
11, 3000.00000, 7955.06, -0.141992, 0, 0, 0, 0, 0, 0
12, 0.00000, 7955.08, -0.141308, 0, 0, 0, 0, 0, 0
12, 600.00000, 7955.27, -0.138281, 0, 0, 0, 0, 0, 0
12, 1200.00000, 7955.71, -0.137176, 0, 0, 0, 0, 0, 0
12, 1800.00000, 7955.99, -0.13541, 0, 0, 0, 0, 0, 0
12, 2400.00000, 7955.4, -0.138463, 0, 0, 0, 0, 0, 0
12, 3000.00000, 7955.31, -0.137423, 0, 0, 0, 0, 0, 0
13, 0.00000, 7955.57, -0.134425, 0, 0, 0, 0, 0, 0
13, 600.00000, 7955.71, -0.133377, 0, 0, 0, 0, 0, 0
13, 1200.00000, 7955.58, -0.13364, 0, 0, 0, 0, 0, 0
13, 1800.00000, 7955.58, -0.135608, 0, 0, 0, 0, 0, 0
13, 2400.00000, 7955.69, -0.134329, 0, 0, 0, 0, 0, 0
13, 3000.00000, 7956.13, -0.131024, 0, 0, 0, 0, 0, 0
14, 0.00000, 7956.29, -0.126093, 0, 0, 0, 0, 0, 0
14, 600.00000, 7956.43, -0.122029, 0, 0, 0, 0, 0, 0
14, 1200.00000, 7957.25, -0.113286, 0, 0, 0, 0, 0, 0
14, 1800.00000, 7957.72, -0.108676, 0, 0, 0, 0, 0, 0
14, 2400.00000, 7957.49, -0.110967, 0, 0, 0, 0, 0, 0
14, 3000.00000, 7957.31, -0.110328, 0, 0, 0, 0, 0, 0
15, 0.00000, 7957.91, -0.0939874, 0, 0, 0, 0, 0, 0
15, 600.00000, 7957.76, -0.0946713, 0, 0, 0, 0, 0, 0
15, 1200.00000, 7958.12, -0.0950518, 0, 0, 0, 0, 0, 0
15, 1800.00000, 7956.67, -0.111888, 0, 0, 0, 0, 0, 0
15, 2400.00000, 7956.94, -0.110044, 0, 0, 0, 0, 0, 0
15, 3000.00000, 7956.74, -0.108488, 0, 0, 0, 0, 0, 0
16, 0.00000, 7956.73, -0.109442, 0, 0, 0, 0, 0, 0
16, 600.00000, 7957.11, -0.104353, 0, 0, 0, 0, 0, 0
16, 1200.00000, 7957.63, -0.098112, 0, 0, 0, 0, 0, 0
16, 1800.00000, 7958.65, -0.092467, 0, 0, 0, 0, 0, 0
16, 2400.00000, 7959.19, -0.0874438, 0, 0, 0, 0, 0, 0
16, 3000.00000, 7959.65, -0.0828772, 0, 0, 0, 0, 0, 0
17, 0.00000, 7959.75, -0.0796147, 0, 0, 0, 0, 0, 0
17, 600.00000, 7959.63, -0.0764452, 0, 0, 0, 0, 0, 0
17, 1200.00000, 7960.24, -0.0700546, 0, 0, 0, 0, 0, 0
17, 1800.00000, 7960.77, -0.0668246, 0, 0, 0, 0, 0, 0
17, 2400.00000, 7961.08, -0.0657846, 0, 0, 0, 0, 0, 0
17, 3000.00000, 7961.49, -0.0637394, 0, 0, 0, 0, 0, 0
18, 0.00000, 7961.75, -0.0600072, 0, 0, 0, 0, 0, 0
18, 600.00000, 7962.47, -0.0572999, 0, 0, 0, 0, 0, 0
18, 1200.00000, 7963.14, -0.0516769, 0, 0, 0, 0, 0, 0
18, 1800.00000, 7963.35, -0.0506498, 0, 0, 0, 0, 0, 0
18, 2400.00000, 7963.56, -0.0484595, 0, 0, 0, 0, 0, 0
18, 3000.00000, 7963.85, -0.04456, 0, 0, 0, 0, 0, 0
19, 0.00000, 7965.15, -0.0263842, 0, 0, 0, 0, 0, 0
19, 600.00000, 7965.19, -0.0251432, 0, 0, 0, 0, 0, 0
19, 1200.00000, 7965.13, -0.0236985, 0, 0, 0, 0, 0, 0
19, 1800.00000, 7965.11, -0.0235269, 0, 0, 0, 0, 0, 0
19, 2400.00000, 7965.05, -0.0236748, 0, 0, 0, 0, 0, 0
19, 3000.00000, 7965.01, -0.0239424, 0, 0, 0, 0, 0, 0
20, 0.00000, 7964.94, -0.024307, 0, 0, 0, 0, 0, 0
20, 600.00000, 7964.93, -0.0238218, 0, 0, 0, 0, 0, 0
20, 1200.00000, 7964.97, -0.0238264, 0, 0, 0, 0, 0, 0
20, 1800.00000, 7965, -0.0230804, 0, 0, 0, 0, 0, 0
20, 2400.00000, 7965.03, -0.0227892, 0, 0, 0, 0, 0, 0
20, 3000.00000, 7965.09, -0.0223637, 0, 0, 0, 0, 0, 0
21, 0.00000, 7965.16, -0.0226847, 0, 0, 0, 0, 0, 0
21, 600.00000, 7965.25, -0.0222785, 0, 0, 0, 0, 0, 0
21, 1200.00000, 7965.29, -0.0217315, 0, 0, 0, 0, 0, 0
21, 1800.00000, 7965.29, -0.0214835, 0, 0, 0, 0, 0, 0
21, 2400.00000, 7965.27, -0.0218236, 0, 0, 0, 0, 0, 0
21, 3000.00000, 7965.29, -0.0214908, 0, 0, 0, 0, 0, 0
22, 0.00000, 7965.24, -0.0215844, 0, 0, 0, 0, 0, 0
22, 600.00000, 7965.27, -0.022047, 0, 0, 0, 0, 0, 0
22, 1200.00000, 7965.3, -0.0213733, 0, 0, 0, 0, 0, 0
22, 1800.00000, 7965.24, -0.0217682, 0, 0, 0, 0, 0, 0
22, 2400.00000, 7965.17, -0.0226811, 0, 0, 0, 0, 0, 0
22, 3000.00000, 7965.18, -0.0217001, 0, 0, 0, 0, 0, 0
23, 0.00000, 7965.24, -0.0214398, 0, 0, 0, 0, 0, 0
23, 600.00000, 7965.16, -0.021482, 0, 0, 0, 0, 0, 0
23, 1200.00000, 7965.11, -0.021516, 0, 0, 0, 0, 0, 0
23, 1800.00000, 7965.03, -0.0221104, 0, 0, 0, 0, 0, 0
23, 2400.00000, 7965.11, -0.0217646, 0, 0, 0, 0, 0, 0
23, 3000.00000, 7965.23, -0.0215633, 0, 0, 0, 0, 0, 0
24, 0.00000, 7965.41, -0.0190625, 0, 0, 0, 0, 0, 0
