Qa, Qb, Qc
1.75831628054966,2.7430995462348,-1.94855409268074
1.83064327876325,2.8965859173522,-2.18298808173155
2.15930832481647,1.6050495000099,-2.12284308946679
2.29458882541212,1.58999834154745,-2.24633397629964
2.24776601261353,1.74408543306107,-2.31464608377371
2.14018265935084,1.53181990629066,-2.22273021687848
2.19677131398432,1.33039594336474,-2.17953733140076
2.37133291750195,0.889433889728453,-2.19447203801472
2.32739142912479,1.43049998731434,-2.25015168960548
2.26078586538565,1.2188482148617,-2.12754985717438
2.23949680159832,0.981530854244906,-2.09524187406176
2.21736814424049,1.71682835775885,-2.34065417833619
2.17789586353116,1.40890657522273,-2.22712311533982
2.26637860075178,1.13140620989202,-2.26337085398654
2.30502735872548,1.15744346446351,-2.23850777258147
2.36977388054451,1.50931934928572,-2.32613491180407
2.31007868605392,1.04378428030642,-2.16524984771048
2.26569010014528,1.23070931777692,-2.14959171163084
2.31983238355701,1.28404208802033,-2.25639819214534
2.19252047004935,1.10806611807562,-2.16719275940844
2.17971680274649,2.3317422175223,-2.41273782668504
2.05412865849008,2.30931660693237,-2.18927348262101
1.96968111264989,2.3607828971964,-2.30923603483942
1.81252044375863,2.30513097957627,-2.15651146030008
1.82040480924688,2.71330167474806,-2.04654143992933
1.61601450568056,3.13895099241521,-1.90933196393426
1.84710480950689,2.06570912074735,-1.88023578931493
1.80537693825501,1.59819563128346,-1.74577488330201
2.07422690467305,1.80043761736565,-2.15794675146238
1.86433463550466,1.62037474998284,-2.00530312763132
1.9458840913857,1.09898761837024,-1.9942162003293
1.93388328138963,1.59951895772874,-2.16020335422451
1.98553135008527,1.37639732814904,-2.25859538431893
2.25424026228384,1.46753213833587,-2.34493325947884
2.27635929876353,1.2714617095547,-2.3037202976642
2.19761662615531,1.57971248411442,-2.34170602327465
2.20044027177755,1.87074879613728,-2.48101559353682
2.22681895080117,1.26892271667249,-2.3884837005244
2.15502431453856,1.32777868010973,-2.32217812320324
2.20504770793352,1.46744272113637,-2.38498392758
2.24660175037273,1.24506123932254,-2.34449852480254
2.09844989163255,1.75769092343635,-2.38931685609918
1.99300135557664,1.77585973731917,-2.236055879047
2.15786477838211,1.626915100102,-2.32186406386447
1.96330575047354,3.00579725441289,-2.52795515214531
2.00271847806384,2.20962641379284,-2.32880222626492
2.02337541988503,2.53939323315754,-2.54628092657018
1.93184159795393,2.39500028352001,-2.38213965716204
1.97566890195565,2.27952804521296,-2.28800206705743
1.83372692355019,1.65275281056251,-1.9081945214509
1.58452602144993,0.952001736657718,-1.46997128814027
1.33300358071141,1.44606844581048,-1.28749575554061
1.26984408794425,0.865679705404329,-1.12146602318011
1.09527680698234,1.9497859861343,-1.35588941284621
1.00932640330288,1.86137929730293,-1.19322492893791
0.918664158561233,1.21834470527193,-0.853146461279579
0.89284371052462,1.32114268337052,-0.863687471321182
0.724688975993349,1.3338268003151,-0.728400355984757
0.62340360285237,0.476765073450801,-0.562294763983833
0.449974074336761,0.266117241344952,-0.237128363640554
0.50270020317595,0.22226614601575,-0.253758796791723
0.459880199184495,0.451994443879476,-0.41925500827873
0.386708060426832,0.0564161783204653,-0.250620809823766
0.321118730820797,0.109518180141502,-0.202906384964327
0.289073965683801,0.280148758434136,-0.221678531685214
0.374391456107687,0.268748611778772,-0.363316016957513
0.34478027320719,0.00862486854119648,-0.225660572147263
0.366243830093177,0.129645556002564,-0.270735432203218
0.305606996224757,0.363049467612621,-0.266670338803138
0.282952408222361,0.770934266244806,-0.326997437896389
0.240949319975009,0.358457739210691,-0.158821899222114
0.292873611188056,0.327888548488535,-0.207623361441787
0.263012786310381,0.476165113452779,-0.211322993202445
0.182004513126502,0.927131337415471,-0.232142523053455
0.190926646074026,0.453236601783839,-0.0592020080311444
0.205609669189524,0.348760899287134,-0.0998049150750965
0.195980289186548,0.360348381847563,-0.137654165960175
0.181794392781765,1.18174330366955,-0.283929866121193
0.245437422863833,0.179374483589917,-0.0759591111666686
0.162580362433899,0.353748703535323,-0.0839380242096972
0.234293466514991,0.428212230622276,-0.170991947541312
0.165031478375315,0.903415340865867,-0.262944260715098
0.178929144519848,0.56913049508049,-0.179958041631923
0.181210973525199,0.345710494458769,-0.0724355548926609
0.189477611555185,0.307730293313881,-0.100381651633127
0.273047530531855,0.137284012956278,-0.188416552863781
0.14759279438441,1.00209422846615,-0.284239974728172
0.145759016584727,0.852288667886194,-0.201403574184376
0.15461653951799,0.440264351017525,-0.0766000814138257
0.223822719812441,0.370070825259901,-0.139696715673092
0.190738233491026,0.519184799292493,-0.131108599928305
