hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
2, 600.00000, 7966.15, -0.0172294, 7966.55, -120.014, 7966.8, 119.982, 7.67855, -28.792, 7.05518, -151.891, 7.04086, 94.1272
2, 1200.00000, 7966.14, -0.0174436, 7966.45, -120.014, 7966.74, 119.982, 7.88876, -28.0182, 7.45847, -151.867, 7.23323, 93.0699
2, 1800.00000, 7966.04, -0.0171152, 7966.45, -120.014, 7966.68, 119.982, 7.79048, -29.9565, 7.13034, -154.017, 7.02247, 92.7796
2, 2400.00000, 7966.13, -0.0165982, 7966.57, -120.012, 7966.86, 119.983, 7.98554, -31.6616, 7.18031, -153.161, 7.44393, 93.008
2, 3000.00000, 7966.22, -0.01654, 7966.61, -120.013, 7966.86, 119.983, 7.75053, -29.9113, 6.64448, -153.875, 6.83248, 96.3269
3, 0.00000, 7966.15, -0.0165592, 7966.57, -120.013, 7966.75, 119.982, 7.41279, -28.8415, 7.13793, -150.229, 7.1266, 92.3959
3, 600.00000, 7966.19, -0.0165055, 7966.58, -120.013, 7966.84, 119.983, 7.56454, -28.9624, 7.11481, -151.438, 7.07464, 92.9982
3, 1200.00000, 7966.27, -0.0169431, 7966.58, -120.013, 7966.88, 119.983, 7.62818, -28.7837, 6.86081, -152.119, 6.90971, 95.1626
3, 1800.00000, 7966.2, -0.0173033, 7966.54, -120.013, 7966.84, 119.983, 7.56708, -27.5104, 7.15984, -149.926, 7.10226, 94.1659
3, 2400.00000, 7966.13, -0.0174152, 7966.53, -120.013, 7966.82, 119.982, 7.72847, -29.8381, 6.81824, -153.233, 6.94376, 95.0962
3, 3000.00000, 7966.18, -0.017223, 7966.48, -120.014, 7966.76, 119.983, 7.90435, -29.0406, 7.31544, -151.761, 7.31347, 93.6555
4, 0.00000, 7966.3, -0.0169583, 7966.55, -120.013, 7966.85, 119.983, 7.82487, -27.6376, 7.56749, -151.565, 7.23878, 92.201
4, 600.00000, 7966.31, -0.0163128, 7966.63, -120.013, 7966.89, 119.983, 7.20294, -28.1382, 6.89818, -151.669, 6.67665, 92.405
4, 1200.00000, 7966.24, -0.0168087, 7966.64, -120.013, 7966.86, 119.982, 7.61592, -27.1874, 7.20348, -150.668, 7.0262, 94.0396
4, 1800.00000, 7966.34, -0.0168409, 7966.56, -120.013, 7966.89, 119.984, 7.36561, -28.0308, 6.85359, -150.861, 6.81852, 94.3391
4, 2400.00000, 7966.29, -0.0168538, 7966.57, -120.013, 7966.89, 119.983, 7.35361, -27.8141, 7.06677, -151.191, 6.84399, 92.6158
4, 3000.00000, 7966.23, -0.0170814, 7966.57, -120.013, 7966.89, 119.983, 7.64176, -26.6587, 7.19692, -151.125, 6.92446, 94.3707
5, 0.00000, 7966.28, -0.0166941, 7966.64, -120.013, 7966.91, 119.983, 7.60521, -27.6683, 6.94111, -152.448, 6.76748, 94.9343
5, 600.00000, 7966.25, -0.0174628, 7966.5, -120.014, 7966.79, 119.983, 7.43785, -26.7876, 6.97722, -150.92, 6.76529, 94.5987
5, 1200.00000, 7966.31, -0.0164521, 7966.62, -120.013, 7966.87, 119.983, 7.92969, -27.8411, 7.48533, -151.625, 7.27348, 93.3599
5, 1800.00000, 7966.36, -0.0159454, 7966.75, -120.013, 7966.96, 119.983, 7.02494, -28.5075, 6.41949, -150.878, 6.50192, 94.9912
5, 2400.00000, 7966.38, -0.0162385, 7966.68, -120.014, 7966.85, 119.983, 7.13734, -26.898, 6.85886, -149.109, 6.76768, 94.0652
5, 3000.00000, 7966.31, -0.0165236, 7966.65, -120.013, 7966.93, 119.983, 7.29553, -27.2578, 6.98171, -150.165, 6.82852, 93.6061
6, 0.00000, 7966.27, -0.0166458, 7966.68, -120.013, 7966.96, 119.983, 7.32913, -27.1738, 6.67479, -149.898, 6.73654, 96.3585
6, 600.00000, 7966.2, -0.0172295, 7966.64, -120.014, 7966.85, 119.982, 7.48901, -26.8751, 6.83692, -149.514, 6.89945, 96.5655
6, 1200.00000, 7966.17, -0.0165333, 7966.64, -120.013, 7966.86, 119.982, 7.60104, -28.5964, 6.90347, -150.319, 7.0891, 95.4764
6, 1800.00000, 7966.07, -0.0162853, 7966.61, -120.012, 7966.82, 119.982, 7.65438, -30.898, 6.64757, -152.387, 7.04472, 95.5242
6, 2400.00000, 7966.13, -0.0156655, 7966.7, -120.012, 7966.82, 119.982, 7.59845, -32.0337, 6.5212, -151.398, 7.18828, 95.721
6, 3000.00000, 7966.17, -0.0162145, 7966.69, -120.013, 7966.84, 119.982, 7.8711, -31.2014, 6.88482, -151.404, 7.40518, 95.3311
7, 0.00000, 7966.17, -0.0164199, 7966.63, -120.013, 7966.81, 119.982, 8.43967, -29.3716, 7.63307, -151.162, 7.84999, 94.8877
7, 600.00000, 7966.05, -0.0177996, 7966.56, -120.013, 7966.88, 119.981, 8.36206, -31.5969, 7.06794, -152.738, 7.66519, 96.2919
7, 1200.00000, 7965.99, -0.0204799, 7966.67, -120.01, 7966.96, 119.98, 9.92462, -25.5793, 5.63551, -165.559, 8.64192, 102.748
7, 1800.00000, 7965.02, -0.0379488, 7965.51, -120.032, 7966.06, 119.962, 18.8717, -16.5923, 16.8823, -138.657, 17.2777, 108.796
7, 2400.00000, 7964.66, -0.041988, 7965.24, -120.036, 7965.83, 119.958, 20.3948, -15.2967, 19.3389, -137.92, 18.5949, 107.99
7, 3000.00000, 7964.23, -0.0465335, 7964.98, -120.04, 7965.58, 119.952, 21.8788, -15.1266, 20.5576, -137.158, 20.113, 108.801
8, 0.00000, 7963.75, -0.0505223, 7964.66, -120.042, 7965.23, 119.948, 23.2305, -15.4459, 21.0276, -136.753, 21.724, 109.282
8, 600.00000, 7963.29, -0.0546568, 7964.4, -120.045, 7965.13, 119.943, 24.7028, -16.5559, 22.4918, -137.505, 22.9382, 109.032
8, 1200.00000, 7962.9, -0.0594239, 7964.13, -120.048, 7964.99, 119.939, 27.7113, -16.957, 23.9846, -137.457, 25.6663, 110.668
8, 1800.00000, 7962.69, -0.0642235, 7963.82, -120.051, 7964.81, 119.935, 29.8596, -16.319, 25.5933, -138.143, 27.4651, 109.944
8, 2400.00000, 7962.26, -0.0700709, 7963.35, -120.057, 7964.24, 119.93, 31.3972, -14.9789, 27.4995, -137.623, 28.8187, 109.456
8, 3000.00000, 7961.78, -0.0770059, 7962.84, -120.063, 7963.81, 119.923, 34.9805, -15.253, 31.6075, -138.016, 32.4293, 107.827
9, 0.00000, 7961.64, -0.0836104, 7962.43, -120.07, 7963.64, 119.918, 37.2128, -14.3452, 34.0301, -137.612, 34.159, 108.316
9, 600.00000, 7961.02, -0.0903775, 7962.15, -120.074, 7963.6, 119.911, 39.357, -14.5867, 36.0813, -137.253, 36.3529, 108.595
9, 1200.00000, 7960.48, -0.0967476, 7961.82, -120.079, 7963.54, 119.904, 41.2364, -14.6871, 38.1002, -136.509, 38.0657, 109.707
9, 1800.00000, 7960.34, -0.103685, 7961.55, -120.083, 7963.53, 119.899, 43.4125, -14.1217, 39.2528, -136.57, 39.6446, 110.599
9, 2400.00000, 7960.32, -0.108063, 7961.34, -120.088, 7963.28, 119.895, 45.1694, -13.0486, 41.2915, -135.611, 41.5103, 110.794
9, 3000.00000, 7959.99, -0.113833, 7960.92, -120.094, 7962.78, 119.89, 47.4766, -13.1606, 43.1711, -135.766, 43.7556, 110.419
10, 0.00000, 7959.72, -0.117376, 7960.73, -120.098, 7962.67, 119.886, 49.4467, -13.5077, 45.5666, -135.386, 45.8909, 110.467
10, 600.00000, 7959.49, -0.12057, 7960.67, -120.099, 7962.53, 119.883, 51.1988, -13.083, 45.9597, -135.588, 47.2447, 110.717
10, 1200.00000, 7959.5, -0.121184, 7960.53, -120.103, 7962.33, 119.882, 51.4893, -13.0019, 47.6258, -135.277, 47.6881, 110.438
10, 1800.00000, 7959.52, -0.122755, 7960.61, -120.103, 7962.41, 119.88, 52.8669, -13.3701, 48.301, -135.18, 49.6383, 109.963
10, 2400.00000, 7959.68, -0.122797, 7960.63, -120.102, 7962.59, 119.882, 53.1564, -12.6274, 47.9015, -135.65, 48.5882, 110.925
10, 3000.00000, 7959.89, -0.122046, 7960.61, -120.103, 7962.72, 119.883, 51.745, -12.7518, 48.0139, -135.662, 47.457, 110.343
11, 0.00000, 7960.75, -0.107546, 7961.29, -120.088, 7963.43, 119.899, 43.9741, -13.318, 39.7864, -137.763, 39.2117, 109.882
11, 600.00000, 7960.59, -0.107634, 7961.3, -120.087, 7963.44, 119.898, 44.4409, -13.0212, 39.887, -137.981, 39.1737, 110.417
11, 1200.00000, 7960.34, -0.107195, 7961.77, -120.08, 7963.43, 119.896, 43.5919, -14.3638, 36.0616, -138.119, 39.4008, 111.318
11, 1800.00000, 7959.61, -0.125958, 7960.36, -120.107, 7962.38, 119.879, 49.5932, -13.0868, 44.9487, -135.774, 45.4477, 110.885
11, 2400.00000, 7959.66, -0.124938, 7960.28, -120.106, 7962.44, 119.881, 49.8853, -12.727, 45.9905, -135.874, 45.4624, 110.514
11, 3000.00000, 7959.47, -0.12672, 7960.1, -120.109, 7962.17, 119.879, 51.3729, -13.3477, 47.6665, -136.446, 46.9895, 109.559
12, 0.00000, 7959.39, -0.126289, 7960.12, -120.108, 7961.95, 119.878, 53.0804, -13.7935, 50.1594, -136.73, 49.3464, 107.811
12, 600.00000, 7959.45, -0.124158, 7960.04, -120.108, 7961.87, 119.88, 52.0896, -14.242, 49.6773, -136.235, 49.1198, 107.62
12, 1200.00000, 7959.74, -0.122768, 7960.18, -120.106, 7962.07, 119.883, 50.7048, -14.6385, 48.0677, -136.891, 47.6167, 107.243
12, 1800.00000, 7959.99, -0.120967, 7960.43, -120.101, 7962.49, 119.886, 50.1758, -14.3118, 46.6114, -137.386, 46.4122, 107.77
12, 2400.00000, 7959.6, -0.123832, 7960.18, -120.105, 7961.99, 119.882, 48.6555, -14.522, 44.5026, -137.991, 44.5127, 108.001
12, 3000.00000, 7959.42, -0.123637, 7960.23, -120.104, 7961.98, 119.881, 50.1584, -14.4768, 46.4394, -137.887, 46.1754, 107.519
13, 0.00000, 7959.64, -0.121175, 7960.36, -120.103, 7962.1, 119.883, 49.1999, -14.6154, 45.8812, -137.074, 45.9892, 107.58
13, 600.00000, 7959.77, -0.120029, 7960.5, -120.1, 7962.6, 119.886, 49.5612, -14.9839, 45.9053, -137.074, 46.3625, 107.916
13, 1200.00000, 7959.68, -0.120383, 7960.47, -120.1, 7962.86, 119.885, 49.6793, -14.5305, 45.2092, -136.866, 45.5308, 109.89
13, 1800.00000, 7959.69, -0.121731, 7960.39, -120.102, 7962.59, 119.884, 49.3462, -14.3086, 45.185, -136.559, 45.5777, 109.536
13, 2400.00000, 7959.77, -0.120855, 7960.51, -120.102, 7962.53, 119.884, 49.7987, -13.8457, 46.7044, -135.803, 46.771, 108.74
13, 3000.00000, 7959.98, -0.118256, 7960.8, -120.1, 7962.58, 119.886, 50.1912, -14.3094, 46.6814, -135.91, 47.4029, 108.553
14, 0.00000, 7960.15, -0.113819, 7961.08, -120.099, 7962.62, 119.888, 49.2254, -14.0596, 46.7775, -135.715, 46.571, 108.182
14, 600.00000, 7960.12, -0.110399, 7961.69, -120.095, 7962.6, 119.887, 48.7863, -14.7272, 45.3859, -134.912, 47.2518, 108.408
14, 1200.00000, 7960.54, -0.103478, 7962.15, -120.092, 7962.91, 119.892, 47.5975, -15.1836, 44.2842, -134.565, 46.2638, 109.017
14, 1800.00000, 7960.88, -0.0993422, 7962.47, -120.087, 7963, 119.897, 43.8452, -15.0226, 41.4082, -133.899, 43.5931, 108.017
14, 2400.00000, 7960.73, -0.101867, 7962.21, -120.089, 7962.93, 119.895, 44.605, -15.1252, 40.9807, -134.696, 43.2984, 108.947
14, 3000.00000, 7960.52, -0.101722, 7962.09, -120.09, 7962.94, 119.895, 43.6403, -15.8295, 41.2135, -134.534, 43.0714, 108.026
15, 0.00000, 7961.06, -0.0860276, 7962.71, -120.071, 7963.69, 119.911, 38.1252, -18.0657, 34.3692, -136.723, 37.1216, 107.599
15, 600.00000, 7960.91, -0.0866438, 7962.64, -120.071, 7963.68, 119.91, 38.6293, -18.3326, 35.3305, -137.411, 37.6019, 106.466
15, 1200.00000, 7961.09, -0.0858839, 7962.79, -120.065, 7963.9, 119.913, 39.2939, -17.5617, 32.8513, -139.194, 37.6934, 106.988
15, 1800.00000, 7960.34, -0.101581, 7961.45, -120.085, 7962.89, 119.9, 48.2073, -15.6473, 44.5785, -136.002, 46.1309, 108.338
15, 2400.00000, 7960.54, -0.09995, 7961.74, -120.086, 7962.92, 119.899, 48.4833, -15.0904, 46.3453, -135.886, 46.3866, 107.522
15, 3000.00000, 7960.44, -0.0983201, 7962.1, -120.085, 7963.06, 119.898, 46.7278, -14.9213, 45.038, -134.722, 45.5618, 107.762
16, 0.00000, 7960.43, -0.0984111, 7962.11, -120.083, 7963.13, 119.899, 47.7539, -15.7167, 44.1642, -135.357, 46.2642, 108.461
16, 600.00000, 7960.65, -0.0945238, 7962.37, -120.08, 7963.39, 119.902, 46.7965, -15.1706, 44.1488, -135.386, 44.9848, 108.303
16, 1200.00000, 7960.92, -0.0890992, 7962.78, -120.076, 7963.49, 119.906, 43.6195, -16.0608, 40.5299, -134.646, 42.855, 108.59
16, 1800.00000, 7961.63, -0.0835956, 7963.07, -120.072, 7963.65, 119.913, 44.2142, -16.106, 40.8987, -134.848, 43.7172, 107.864
16, 2400.00000, 7961.91, -0.0793319, 7963.28, -120.069, 7963.7, 119.917, 42.4692, -15.3836, 39.9144, -134.969, 41.8794, 107.113
16, 3000.00000, 7962.14, -0.0756075, 7963.51, -120.068, 7963.67, 119.92, 39.6796, -15.7346, 37.8224, -134.389, 39.9739, 106.584
17, 0.00000, 7962.28, -0.0729684, 7963.59, -120.063, 7964.05, 119.924, 37.6308, -16.3894, 35.6795, -135.111, 37.5987, 106.44
17, 600.00000, 7962.1, -0.0703804, 7963.71, -120.06, 7964.18, 119.925, 37.2824, -17.6834, 34.4687, -136.364, 36.7151, 106.74
17, 1200.00000, 7962.56, -0.0650556, 7963.95, -120.057, 7964.37, 119.93, 34.8568, -18.047, 33.1967, -135.481, 34.7157, 106.843
17, 1800.00000, 7963.02, -0.0615259, 7964.29, -120.052, 7964.94, 119.935, 31.7652, -17.6641, 29.3951, -135.743, 31.1824, 107.865
17, 2400.00000, 7963.26, -0.0604927, 7964.15, -120.049, 7965.16, 119.94, 30.1279, -16.3801, 27.4645, -136.941, 28.4531, 108.603
17, 3000.00000, 7963.54, -0.0582971, 7964.24, -120.047, 7965.28, 119.943, 28.4586, -16.0466, 26.1128, -137.534, 26.8121, 107.476
18, 0.00000, 7963.72, -0.0552755, 7964.33, -120.046, 7965.22, 119.945, 27.5256, -15.3361, 26.106, -136.907, 25.7853, 107.801
18, 600.00000, 7964.13, -0.0522567, 7964.67, -120.043, 7965.42, 119.949, 25.8126, -14.8014, 23.1375, -136.905, 24.1084, 108.695
18, 1200.00000, 7964.7, -0.0473903, 7964.87, -120.041, 7965.61, 119.955, 22.6995, -12.7176, 22.2224, -134.732, 21.4776, 108.51
18, 1800.00000, 7964.79, -0.0460369, 7965.07, -120.04, 7965.62, 119.955, 21.7817, -13.0502, 20.5046, -135.612, 20.6384, 107.87
18, 2400.00000, 7964.93, -0.0439434, 7965.15, -120.039, 7965.51, 119.957, 21.0053, -13.0469, 20.3825, -134.431, 20.4458, 106.835
18, 3000.00000, 7965.18, -0.0405249, 7965.3, -120.039, 7965.56, 119.96, 20.5167, -12.4147, 20.9772, -134.331, 19.7774, 106.877
19, 0.00000, 7966.02, -0.0242907, 7966.18, -120.023, 7966.31, 119.976, 11.2689, -18.0618, 11.8118, -139.449, 11.3078, 98.8472
19, 600.00000, 7966.05, -0.0235052, 7966.22, -120.02, 7966.54, 119.977, 10.326, -19.5758, 10.29, -142.528, 9.84498, 99.1343
19, 1200.00000, 7965.96, -0.022334, 7966.27, -120.019, 7966.52, 119.977, 10.4022, -20.8894, 9.89917, -144.919, 9.53692, 99.7677
19, 1800.00000, 7965.93, -0.0222496, 7966.24, -120.019, 7966.5, 119.978, 10.2731, -22.5053, 9.74246, -145.4, 9.57844, 98.8391
19, 2400.00000, 7965.89, -0.0224628, 7966.24, -120.019, 7966.55, 119.977, 10.4428, -22.9945, 9.80839, -145.722, 9.72168, 98.928
19, 3000.00000, 7965.87, -0.0227612, 7966.15, -120.019, 7966.51, 119.978, 10.7267, -23.0342, 9.653, -147.113, 9.60261, 100.597
20, 0.00000, 7965.8, -0.0230492, 7966.1, -120.019, 7966.48, 119.977, 10.3614, -22.4424, 9.70442, -146.888, 9.36981, 98.8946
20, 600.00000, 7965.79, -0.0226446, 7966.13, -120.019, 7966.42, 119.977, 10.6063, -23.1583, 9.66319, -146.133, 9.71153, 100.252
20, 1200.00000, 7965.81, -0.0227647, 7966.07, -120.018, 7966.48, 119.978, 10.1141, -23.3203, 9.5254, -147.187, 9.25527, 97.9666
20, 1800.00000, 7965.82, -0.0221687, 7966.1, -120.017, 7966.53, 119.978, 10.6069, -22.8443, 9.84333, -148.029, 9.4384, 98.6849
20, 2400.00000, 7965.85, -0.0218103, 7966.18, -120.017, 7966.61, 119.979, 9.77161, -24.1653, 9.01862, -147.913, 8.88313, 98.2509
20, 3000.00000, 7965.86, -0.0214394, 7966.18, -120.017, 7966.58, 119.979, 10.1097, -24.8076, 9.03018, -148.484, 9.08361, 99.3709
21, 0.00000, 7965.93, -0.0215137, 7966.2, -120.017, 7966.62, 119.979, 9.63993, -24.8416, 9.01217, -148.874, 8.76981, 96.7694
21, 600.00000, 7965.99, -0.0213165, 7966.22, -120.017, 7966.68, 119.98, 9.61893, -22.6705, 8.94182, -147.262, 8.65022, 99.0108
21, 1200.00000, 7966.04, -0.0206009, 7966.27, -120.017, 7966.59, 119.98, 9.70704, -23.1597, 9.0006, -148.068, 8.6745, 98.5299
21, 1800.00000, 7966.03, -0.020534, 7966.26, -120.018, 7966.49, 119.98, 9.43025, -23.8027, 9.08231, -146.812, 8.83767, 96.6782
21, 2400.00000, 7966.01, -0.0207415, 7966.26, -120.017, 7966.58, 119.98, 9.33035, -24.3441, 9.29238, -145.984, 9.08002, 95.0481
21, 3000.00000, 7966.03, -0.0204945, 7966.27, -120.017, 7966.61, 119.98, 9.34422, -23.9457, 8.8761, -147.497, 8.62709, 97.0221
22, 0.00000, 7965.99, -0.0205028, 7966.27, -120.017, 7966.57, 119.98, 9.53853, -24.1398, 8.91588, -146.849, 8.86402, 98.0429
22, 600.00000, 7966.02, -0.0209535, 7966.25, -120.017, 7966.59, 119.98, 9.38977, -24.731, 8.83344, -147.262, 8.77466, 97.1932
22, 1200.00000, 7966.05, -0.0204059, 7966.28, -120.016, 7966.65, 119.98, 9.58688, -23.0279, 9.12527, -146.576, 8.85961, 97.8322
22, 1800.00000, 7966.02, -0.02064, 7966.24, -120.017, 7966.61, 119.98, 9.26792, -24.1791, 8.74933, -147.796, 8.52438, 97.0893
22, 2400.00000, 7965.94, -0.0216548, 7966.12, -120.018, 7966.52, 119.979, 9.48895, -24.1865, 8.96871, -148.135, 8.68511, 96.8731
22, 3000.00000, 7965.95, -0.0205655, 7966.25, -120.017, 7966.55, 119.979, 9.66034, -23.3405, 9.24649, -147.676, 8.83526, 96.8688
23, 0.00000, 7966.02, -0.0204354, 7966.26, -120.016, 7966.63, 119.98, 9.49936, -25.3534, 8.77118, -148.357, 8.7412, 97.346
23, 600.00000, 7965.95, -0.0204983, 7966.23, -120.017, 7966.54, 119.98, 9.57035, -24.4161, 8.98287, -148.231, 8.75235, 97.0742
23, 1200.00000, 7965.87, -0.0207693, 7966.23, -120.017, 7966.45, 119.979, 9.41178, -25.6746, 8.88714, -146.578, 9.03604, 96.7716
23, 1800.00000, 7965.85, -0.0210102, 7966.25, -120.017, 7966.5, 119.978, 9.46741, -26.0476, 8.74789, -146.689, 9.04113, 97.5991
23, 2400.00000, 7965.91, -0.0209341, 7966.21, -120.017, 7966.56, 119.979, 9.46938, -25.9912, 8.60025, -147.85, 8.81291, 98.0271
23, 3000.00000, 7966.01, -0.0205806, 7966.27, -120.017, 7966.56, 119.98, 9.40958, -24.9686, 8.70057, -147.58, 8.71782, 97.8195
24, 0.00000, 7966.04, -0.0182166, 7966.46, -120.015, 7966.62, 119.981, 9.26554, -24.2682, 8.79069, -146.274, 8.76325, 97.4485
