24.4
24.3
24.3
24.2
24.2
24.1
24
24
23.9
23.8
23.8
23.7
23.6
23.6
23.5
23.5
23.4
23.4
23.4
23.3
23.3
23.2
23.2
23.2
23.1
23.1
23
23
23
22.9
22.9
22.9
22.8
22.9
22.9
22.9
23
23.063
23.219
23.988
25
25.419
27.375
29.012
32.656
34.263
36.438
37.606
37.594
40.669
42.156
43.825
42.837
45.388
44.431
48.475
48.987
49.75
50.388
51.619
54.381
54.456
53.156
55.6
55.612
55.063
56.788
56.175
58.744
57.563
60.638
62.675
61.806
59.219
58.944
58.294
59.763
59.706
59.556
58.931
59.938
58.281
58.813
55.063
56.788
57.663
56.069
54.538
52.438
51.656
52.681
50.962
49.087
47.956
46.975
45.125
42.775
42.612
41.356
39.188
39.269
39.325
37.125
34.769
31.95
30.875
30.894
29.569
27.962
27.7
27.6
27.5
27.4
27.3
27.2
27.2
27.1
27
26.9
26.8
26.8
26.7
26.6
26.5
26.5
26.4
26.3
26.2
26.1
26.1
26
25.9
25.8
25.7
25.7
25.6
25.5
25.4
