Pa, Pb, Pc
1.93202310593973,2.26451685101102,1.81653934390537
1.80875109485418,2.06021533368051,1.82813578508387
2.03965960559522,1.90253859542041,1.87106093305975
1.68383230275463,1.83931008116324,1.60402936017877
1.93532104077863,1.85964148852446,1.81276101931226
2.06650955938191,1.75340750462876,1.79458908775558
2.2609826262115,2.03860672918221,2.1044724510255
1.99779003417232,1.94898349462477,1.6970459504272
2.109982838253,2.0499315894523,1.78219497556254
1.83914830205355,2.21940043119289,1.65196780707444
2.18592087685984,2.20761295451168,1.83831812705654
2.1173959110138,2.40560375898183,2.01477878320099
2.04067685682363,2.33739255120206,1.98610196596256
1.85037496105264,2.42009956016489,1.86403883867537
2.20794364765887,2.37393196131134,2.0411298780017
2.21811443005824,2.33316084010473,1.98036301065874
2.16989105101674,2.24784678082487,1.98319131147719
2.16153844116671,2.31749731225295,1.97929609385961
2.20240797732349,2.30139926492464,2.04061574697985
2.43377888229988,2.12575282494525,2.18762716600488
2.1508799897449,2.04084409832697,1.9413430984435
2.35408191962268,2.18292451745376,2.16966719485882
2.14638774590265,2.25415679045529,1.99680895469933
2.10486007310589,2.15467362339915,2.00631936455992
2.30179704702368,2.25759280368472,2.12564999390728
2.07367262083371,2.1441036973537,1.93333387754933
1.92155733291707,2.20707743810944,1.85841933283688
1.84144669715157,1.95711336805502,1.69115860711807
1.80493971730514,1.53830820920813,1.52694459056743
1.62120989249936,1.30214168291627,1.34689635218639
1.71603001892754,1.11262915920881,1.38226964208232
1.87094512940782,1.00952490014634,1.47362681424258
1.95453993855235,0.811245469693824,1.45830419975213
1.59052194653633,0.628179241578513,1.2872931287485
1.57436774620441,0.641372420459556,1.21623230224279
1.11950061318898,0.654510781432791,0.897978455960812
0.969762822511489,0.523096056044222,0.743655235476437
0.464837286993244,0.401023304615521,0.403711273610979
0.273855494065927,0.554492936112418,0.432713987624434
0.237740112264817,0.606593557839188,0.397748421271611
0.52750988608535,0.263666063281119,0.471954618426907
0.288357119248817,0.22289592493063,0.34840021093276
0.273246831897129,0.22259697307749,0.342235647842241
0.224748444780868,0.349133729131643,0.385681993941817
0.251030239661032,0.217808429103939,0.433174267465557
0.397440410984724,0.201815099303667,0.528481264195505
0.11569269592611,0.283051988503101,0.306093002350065
0.23189111300405,0.284224065141224,0.376606547832831
0.10473346161328,0.20000357284295,0.319671071601542
0.30593036749884,0.204591859345153,0.450555809989739
0.124984658811346,0.273164567511803,0.300466608223758
0.0122402417204838,0.282674808196435,0.141007805311906
0.00503315879111666,0.158437026175499,0.16505100298274
0.214137616336573,0.138418481685733,0.327224111529677
0.179451637326701,0.134510057610051,0.282158435442206
0.023010930321164,0.292644046918961,0.188613644043837
0.0233730451695392,0.21747280917223,0.200404362297277
0.0205158973219118,0.139194234975931,0.266522577134807
0.301014550088254,0.154434292700317,0.440876541089999
0.0226031297335069,0.259000662644598,0.196565302075313
0.00409345845085544,0.193112014078086,0.219947014901294
0.0131906765401294,0.132423068788696,0.226265961495878
0.159374770243825,0.1380288219085,0.311344025940635
0.183177697814434,0.212359196570528,0.321400524493963
0.0419215359982134,0.260180508624292,0.199821931457362
0.0288259915919917,0.23537295539204,0.234643634204632
0.0174903855293808,0.135077973923168,0.227119722367562
0.179580055777665,0.147902049266043,0.354301960911011
0.214834190658066,0.145872621721876,0.389781294157273
