0.8566,0.52696,0.83045
0.89124,0.46241,0.85414
0.91252,0.5262,0.85371
0.88743,0.46665,0.99263
0.81141,0.48838,0.64498
0.84166,0.51141,0.62973
0.87258,0.40319,0.81372
0.90068,0.40282,0.84705
0.90797,0.46049,0.90236
0.8676,0.49944,0.75236
0.89574,0.52123,0.85126
0.85858,0.53228,0.89648
0.80008,0.53857,0.84463
0.84354,0.54664,0.89249
0.82063,0.51242,0.8813
0.80907,0.5105,0.95382
0.82862,0.52682,0.89109
0.83522,0.54252,0.90447
0.933,0.45633,0.85603
0.89698,0.61218,0.74344
0.81988,0.42299,0.95019
0.83467,0.42485,0.91967
0.84815,0.49384,0.83127
0.85184,0.47164,0.81932
0.87303,0.49317,0.69969
0.82117,0.46656,0.78938
0.76445,0.45369,0.67893
0.81076,0.50385,0.76135
0.78995,0.45446,0.74856
0.81437,0.45564,0.79745
0.9354,0.38599,0.77201
0.86017,0.40377,0.70323
0.82175,0.43104,0.78455
0.82443,0.41762,0.75044
0.82705,0.49162,0.81624
0.84893,0.55584,0.75463
0.92614,0.55728,0.81814
0.90647,0.62656,0.95913
0.85217,0.81335,0.78825
0.86499,0.72938,0.74915
0.81986,0.78341,0.61608
0.75249,0.90224,0.98937
0.73341,1.1295,1.2617
0.62228,1.0035,1.3694
0.62798,0.98327,1.342
0.6323,1.0579,1.2598
0.77828,1.0049,1.5783
0.93301,1.0624,1.8847
1.0182,1.4524,1.5268
0.85658,1.62,1.3496
0.8395,1.5853,1.4668
0.82155,1.4851,1.4806
0.80201,1.5257,1.4316
0.79034,1.5505,1.6034
0.75318,1.6604,1.2251
0.79824,1.8328,1.3817
1.0316,1.8843,1.8359
1.2779,1.7364,1.3896
1.4118,1.8467,1.4529
1.4577,1.7934,1.2029
1.5188,1.5466,1.2969
1.5729,1.4716,1.1871
1.432,1.5806,1.1115
1.5376,1.6282,1.2006
1.3197,1.6723,1.4007
1.3529,1.6715,1.4601
1.2978,1.7256,1.6836
1.2675,1.5341,1.5353
1.3977,1.7779,1.4111
1.4224,1.3805,1.2254
1.3783,1.5341,1.0939
1.3176,1.4642,1.1338
1.3884,1.5724,0.95821
1.2256,1.6333,1.1666
1.1951,1.562,1.2033
1.0373,1.8424,1.3277
1.1234,1.7291,1.4245
1.0025,1.9246,1.4227
1.23,2.0239,1.2177
1.356,2.2486,1.343
1.4024,2.028,1.5515
1.365,2.1185,1.5536
1.4652,1.9672,1.4242
1.4063,2.1069,1.2449
1.4845,2.0791,1.5448
1.6313,1.8806,1.4143
1.6639,2.0162,1.2928
1.6082,1.9629,1.2965
1.6316,1.7966,1.2399
1.5533,2.0177,1.3596
1.4778,1.9162,1.0949
1.3922,1.8338,1.2345
1.3371,1.724,1.1276
1.2351,1.3347,1.1295
1.224,1.4094,1.1152
1.155,1.5008,1.0644
1.2068,1.4962,1.0982
1.2373,1.6061,1.2404
1.1922,0.92261,1.5716
1.2413,1.2539,1.5826
1.128,1.1797,1.1218
1.0654,0.93525,1.0556
1.018,0.80052,0.5917
0.98202,0.88544,0.72551
1.0273,0.72394,0.82888
0.91833,0.65547,0.93384
0.82424,0.47148,0.96525
0.7488,0.54877,1.0197
0.74129,0.6063,0.94093
0.70227,0.58842,0.70651
0.8078,0.58562,0.81778
0.85438,0.59264,0.68643
0.83631,0.5861,0.65762
0.81005,0.52981,0.49415
0.83225,0.52702,0.53251
0.77159,0.58414,0.55088
0.77982,0.58332,0.69466
0.78799,0.53547,0.46173
0.79359,0.46588,0.45098
0.78187,0.47153,0.496
0.82238,0.44546,0.47644
0.8176,0.4672,0.51785
0.79503,0.46167,0.60777
0.78424,0.49061,0.5607
0.81067,0.45255,0.60537
0.79979,0.48626,0.63038
0.78118,0.50283,0.645
0.76108,0.49598,0.62579
0.81617,0.48858,0.67082
0.82554,0.5223,0.67164
0.90423,0.42168,0.65354
0.87746,0.42014,0.78312
0.81024,0.44905,0.65864
0.75386,0.49073,0.51479
0.76833,0.48698,0.53656
0.78549,0.50448,0.4766
0.84341,0.48595,0.5907
0.82287,0.57494,0.68113
