Pa,Pb,Pc
0.170108038420797,0.243064332189604,0.246503592607409
0.17056384780594,0.249469240845972,0.233835961875779
0.159909020030887,0.247396383164745,0.238278236934498
0.161653316064157,0.248033339274204,0.252883836741685
0.17906456161368,0.248000845133504,0.239798928374137
0.17468610087652,0.24588121697158,0.232950792297644
0.166809367533129,0.242324947487133,0.237445134237378
0.169466494761036,0.251743524554949,0.226754443561295
0.153149708504705,0.242950968447755,0.234341636560407
0.173068870769213,0.255118560365256,0.238618316846991
0.16520895867517,0.245411980512955,0.234681945973738
0.165567392894142,0.238899271300553,0.230420314788089
0.162603719930659,0.233808608892113,0.231742372524525
0.162679092790397,0.228707440227522,0.227478765865582
0.164198071335936,0.241519176372318,0.220876744584656
0.162746095542827,0.236752192081474,0.227713981010005
0.158084567539837,0.233898976395747,0.214072545901854
0.155383215670606,0.231269027468022,0.212653800177685
0.166130311859762,0.233134116112484,0.220016257093822
0.173851283447937,0.234321721990908,0.219439488989284
0.165525531628659,0.233233057272301,0.208184822536191
